SI,Emoji Unicode,Emoji Name,Emoji Character
2412,U+1F93D-U+200D-U+2642,:man_playing_water_polo:,🤽‍♂
2413,U+1F93D-U+1F3FF-U+200D-U+2642-U+FE0F,:man_playing_water_polo_dark_skin_tone:,🤽🏿‍♂️
2414,U+1F93D-U+1F3FF-U+200D-U+2642,:man_playing_water_polo_dark_skin_tone:,🤽🏿‍♂
2415,U+1F93D-U+1F3FB-U+200D-U+2642-U+FE0F,:man_playing_water_polo_light_skin_tone:,🤽🏻‍♂️
2416,U+1F93D-U+1F3FB-U+200D-U+2642,:man_playing_water_polo_light_skin_tone:,🤽🏻‍♂
2417,U+1F93D-U+1F3FE-U+200D-U+2642-U+FE0F,:man_playing_water_polo_medium-dark_skin_tone:,🤽🏾‍♂️
2418,U+1F93D-U+1F3FE-U+200D-U+2642,:man_playing_water_polo_medium-dark_skin_tone:,🤽🏾‍♂
2419,U+1F93D-U+1F3FC-U+200D-U+2642-U+FE0F,:man_playing_water_polo_medium-light_skin_tone:,🤽🏼‍♂️
2420,U+1F93D-U+1F3FC-U+200D-U+2642,:man_playing_water_polo_medium-light_skin_tone:,🤽🏼‍♂
2421,U+1F93D-U+1F3FD-U+200D-U+2642-U+FE0F,:man_playing_water_polo_medium_skin_tone:,🤽🏽‍♂️
2422,U+1F93D-U+1F3FD-U+200D-U+2642,:man_playing_water_polo_medium_skin_tone:,🤽🏽‍♂
2423,U+1F46E-U+200D-U+2642-U+FE0F,:man_police_officer:,👮‍♂️
2424,U+1F46E-U+200D-U+2642,:man_police_officer:,👮‍♂
2425,U+1F46E-U+1F3FF-U+200D-U+2642-U+FE0F,:man_police_officer_dark_skin_tone:,👮🏿‍♂️
2426,U+1F46E-U+1F3FF-U+200D-U+2642,:man_police_officer_dark_skin_tone:,👮🏿‍♂
2427,U+1F46E-U+1F3FB-U+200D-U+2642-U+FE0F,:man_police_officer_light_skin_tone:,👮🏻‍♂️
2428,U+1F46E-U+1F3FB-U+200D-U+2642,:man_police_officer_light_skin_tone:,👮🏻‍♂
2429,U+1F46E-U+1F3FE-U+200D-U+2642-U+FE0F,:man_police_officer_medium-dark_skin_tone:,👮🏾‍♂️
2430,U+1F46E-U+1F3FE-U+200D-U+2642,:man_police_officer_medium-dark_skin_tone:,👮🏾‍♂
2431,U+1F46E-U+1F3FC-U+200D-U+2642-U+FE0F,:man_police_officer_medium-light_skin_tone:,👮🏼‍♂️
2432,U+1F46E-U+1F3FC-U+200D-U+2642,:man_police_officer_medium-light_skin_tone:,👮🏼‍♂
2433,U+1F46E-U+1F3FD-U+200D-U+2642-U+FE0F,:man_police_officer_medium_skin_tone:,👮🏽‍♂️
2434,U+1F46E-U+1F3FD-U+200D-U+2642,:man_police_officer_medium_skin_tone:,👮🏽‍♂
2435,U+1F64E-U+200D-U+2642-U+FE0F,:man_pouting:,🙎‍♂️
2436,U+1F64E-U+200D-U+2642,:man_pouting:,🙎‍♂
2437,U+1F64E-U+1F3FF-U+200D-U+2642-U+FE0F,:man_pouting_dark_skin_tone:,🙎🏿‍♂️
2438,U+1F64E-U+1F3FF-U+200D-U+2642,:man_pouting_dark_skin_tone:,🙎🏿‍♂
2439,U+1F64E-U+1F3FB-U+200D-U+2642-U+FE0F,:man_pouting_light_skin_tone:,🙎🏻‍♂️
2440,U+1F64E-U+1F3FB-U+200D-U+2642,:man_pouting_light_skin_tone:,🙎🏻‍♂
2441,U+1F64E-U+1F3FE-U+200D-U+2642-U+FE0F,:man_pouting_medium-dark_skin_tone:,🙎🏾‍♂️
2442,U+1F64E-U+1F3FE-U+200D-U+2642,:man_pouting_medium-dark_skin_tone:,🙎🏾‍♂
2443,U+1F64E-U+1F3FC-U+200D-U+2642-U+FE0F,:man_pouting_medium-light_skin_tone:,🙎🏼‍♂️
2444,U+1F64E-U+1F3FC-U+200D-U+2642,:man_pouting_medium-light_skin_tone:,🙎🏼‍♂
2445,U+1F64E-U+1F3FD-U+200D-U+2642-U+FE0F,:man_pouting_medium_skin_tone:,🙎🏽‍♂️
2446,U+1F64E-U+1F3FD-U+200D-U+2642,:man_pouting_medium_skin_tone:,🙎🏽‍♂
2447,U+1F64B-U+200D-U+2642-U+FE0F,:man_raising_hand:,🙋‍♂️
2448,U+1F64B-U+200D-U+2642,:man_raising_hand:,🙋‍♂
2449,U+1F64B-U+1F3FF-U+200D-U+2642-U+FE0F,:man_raising_hand_dark_skin_tone:,🙋🏿‍♂️
2450,U+1F64B-U+1F3FF-U+200D-U+2642,:man_raising_hand_dark_skin_tone:,🙋🏿‍♂
2451,U+1F64B-U+1F3FB-U+200D-U+2642-U+FE0F,:man_raising_hand_light_skin_tone:,🙋🏻‍♂️
2452,U+1F64B-U+1F3FB-U+200D-U+2642,:man_raising_hand_light_skin_tone:,🙋🏻‍♂
2453,U+1F64B-U+1F3FE-U+200D-U+2642-U+FE0F,:man_raising_hand_medium-dark_skin_tone:,🙋🏾‍♂️
2454,U+1F64B-U+1F3FE-U+200D-U+2642,:man_raising_hand_medium-dark_skin_tone:,🙋🏾‍♂
2455,U+1F64B-U+1F3FC-U+200D-U+2642-U+FE0F,:man_raising_hand_medium-light_skin_tone:,🙋🏼‍♂️
2456,U+1F64B-U+1F3FC-U+200D-U+2642,:man_raising_hand_medium-light_skin_tone:,🙋🏼‍♂
2457,U+1F64B-U+1F3FD-U+200D-U+2642-U+FE0F,:man_raising_hand_medium_skin_tone:,🙋🏽‍♂️
2458,U+1F64B-U+1F3FD-U+200D-U+2642,:man_raising_hand_medium_skin_tone:,🙋🏽‍♂
2459,U+1F468-U+200D-U+1F9B0,:man_red_hair:,👨‍🦰
2460,U+1F6A3-U+200D-U+2642-U+FE0F,:man_rowing_boat:,🚣‍♂️
2461,U+1F6A3-U+200D-U+2642,:man_rowing_boat:,🚣‍♂
2462,U+1F6A3-U+1F3FF-U+200D-U+2642-U+FE0F,:man_rowing_boat_dark_skin_tone:,🚣🏿‍♂️
2463,U+1F6A3-U+1F3FF-U+200D-U+2642,:man_rowing_boat_dark_skin_tone:,🚣🏿‍♂
2464,U+1F6A3-U+1F3FB-U+200D-U+2642-U+FE0F,:man_rowing_boat_light_skin_tone:,🚣🏻‍♂️
2465,U+1F6A3-U+1F3FB-U+200D-U+2642,:man_rowing_boat_light_skin_tone:,🚣🏻‍♂
2466,U+1F6A3-U+1F3FE-U+200D-U+2642-U+FE0F,:man_rowing_boat_medium-dark_skin_tone:,🚣🏾‍♂️
2467,U+1F6A3-U+1F3FE-U+200D-U+2642,:man_rowing_boat_medium-dark_skin_tone:,🚣🏾‍♂
2468,U+1F6A3-U+1F3FC-U+200D-U+2642-U+FE0F,:man_rowing_boat_medium-light_skin_tone:,🚣🏼‍♂️
2469,U+1F6A3-U+1F3FC-U+200D-U+2642,:man_rowing_boat_medium-light_skin_tone:,🚣🏼‍♂
2470,U+1F6A3-U+1F3FD-U+200D-U+2642-U+FE0F,:man_rowing_boat_medium_skin_tone:,🚣🏽‍♂️
2471,U+1F6A3-U+1F3FD-U+200D-U+2642,:man_rowing_boat_medium_skin_tone:,🚣🏽‍♂
2472,U+1F3C3-U+200D-U+2642-U+FE0F,:man_running:,🏃‍♂️
2473,U+1F3C3-U+200D-U+2642,:man_running:,🏃‍♂
2474,U+1F3C3-U+1F3FF-U+200D-U+2642-U+FE0F,:man_running_dark_skin_tone:,🏃🏿‍♂️
2475,U+1F3C3-U+1F3FF-U+200D-U+2642,:man_running_dark_skin_tone:,🏃🏿‍♂
2476,U+1F3C3-U+200D-U+2642-U+FE0F-U+200D-U+27A1-U+FE0F,:man_running_facing_right:,🏃‍♂️‍➡️
2477,U+1F3C3-U+200D-U+2642-U+200D-U+27A1-U+FE0F,:man_running_facing_right:,🏃‍♂‍➡️
2478,U+1F3C3-U+200D-U+2642-U+FE0F-U+200D-U+27A1,:man_running_facing_right:,🏃‍♂️‍➡
2479,U+1F3C3-U+200D-U+2642-U+200D-U+27A1,:man_running_facing_right:,🏃‍♂‍➡
2480,U+1F3C3-U+1F3FF-U+200D-U+2642-U+FE0F-U+200D-U+27A1-U+FE0F,:man_running_facing_right_dark_skin_tone:,🏃🏿‍♂️‍➡️
2481,U+1F3C3-U+1F3FF-U+200D-U+2642-U+200D-U+27A1-U+FE0F,:man_running_facing_right_dark_skin_tone:,🏃🏿‍♂‍➡️
2482,U+1F3C3-U+1F3FF-U+200D-U+2642-U+FE0F-U+200D-U+27A1,:man_running_facing_right_dark_skin_tone:,🏃🏿‍♂️‍➡
2483,U+1F3C3-U+1F3FF-U+200D-U+2642-U+200D-U+27A1,:man_running_facing_right_dark_skin_tone:,🏃🏿‍♂‍➡
2484,U+1F3C3-U+1F3FB-U+200D-U+2642-U+FE0F-U+200D-U+27A1-U+FE0F,:man_running_facing_right_light_skin_tone:,🏃🏻‍♂️‍➡️
2485,U+1F3C3-U+1F3FB-U+200D-U+2642-U+200D-U+27A1-U+FE0F,:man_running_facing_right_light_skin_tone:,🏃🏻‍♂‍➡️
2486,U+1F3C3-U+1F3FB-U+200D-U+2642-U+FE0F-U+200D-U+27A1,:man_running_facing_right_light_skin_tone:,🏃🏻‍♂️‍➡
2487,U+1F3C3-U+1F3FB-U+200D-U+2642-U+200D-U+27A1,:man_running_facing_right_light_skin_tone:,🏃🏻‍♂‍➡
2488,U+1F3C3-U+1F3FE-U+200D-U+2642-U+FE0F-U+200D-U+27A1-U+FE0F,:man_running_facing_right_medium-dark_skin_tone:,🏃🏾‍♂️‍➡️
2489,U+1F3C3-U+1F3FE-U+200D-U+2642-U+200D-U+27A1-U+FE0F,:man_running_facing_right_medium-dark_skin_tone:,🏃🏾‍♂‍➡️
2490,U+1F3C3-U+1F3FE-U+200D-U+2642-U+FE0F-U+200D-U+27A1,:man_running_facing_right_medium-dark_skin_tone:,🏃🏾‍♂️‍➡
2491,U+1F3C3-U+1F3FE-U+200D-U+2642-U+200D-U+27A1,:man_running_facing_right_medium-dark_skin_tone:,🏃🏾‍♂‍➡
2492,U+1F3C3-U+1F3FC-U+200D-U+2642-U+FE0F-U+200D-U+27A1-U+FE0F,:man_running_facing_right_medium-light_skin_tone:,🏃🏼‍♂️‍➡️
2493,U+1F3C3-U+1F3FC-U+200D-U+2642-U+200D-U+27A1-U+FE0F,:man_running_facing_right_medium-light_skin_tone:,🏃🏼‍♂‍➡️
2494,U+1F3C3-U+1F3FC-U+200D-U+2642-U+FE0F-U+200D-U+27A1,:man_running_facing_right_medium-light_skin_tone:,🏃🏼‍♂️‍➡
2495,U+1F3C3-U+1F3FC-U+200D-U+2642-U+200D-U+27A1,:man_running_facing_right_medium-light_skin_tone:,🏃🏼‍♂‍➡
2496,U+1F3C3-U+1F3FD-U+200D-U+2642-U+FE0F-U+200D-U+27A1-U+FE0F,:man_running_facing_right_medium_skin_tone:,🏃🏽‍♂️‍➡️
2497,U+1F3C3-U+1F3FD-U+200D-U+2642-U+200D-U+27A1-U+FE0F,:man_running_facing_right_medium_skin_tone:,🏃🏽‍♂‍➡️
2498,U+1F3C3-U+1F3FD-U+200D-U+2642-U+FE0F-U+200D-U+27A1,:man_running_facing_right_medium_skin_tone:,🏃🏽‍♂️‍➡
2499,U+1F3C3-U+1F3FD-U+200D-U+2642-U+200D-U+27A1,:man_running_facing_right_medium_skin_tone:,🏃🏽‍♂‍➡
2500,U+1F3C3-U+1F3FB-U+200D-U+2642-U+FE0F,:man_running_light_skin_tone:,🏃🏻‍♂️
2501,U+1F3C3-U+1F3FB-U+200D-U+2642,:man_running_light_skin_tone:,🏃🏻‍♂
2502,U+1F3C3-U+1F3FE-U+200D-U+2642-U+FE0F,:man_running_medium-dark_skin_tone:,🏃🏾‍♂️
2503,U+1F3C3-U+1F3FE-U+200D-U+2642,:man_running_medium-dark_skin_tone:,🏃🏾‍♂
2504,U+1F3C3-U+1F3FC-U+200D-U+2642-U+FE0F,:man_running_medium-light_skin_tone:,🏃🏼‍♂️
2505,U+1F3C3-U+1F3FC-U+200D-U+2642,:man_running_medium-light_skin_tone:,🏃🏼‍♂
2506,U+1F3C3-U+1F3FD-U+200D-U+2642-U+FE0F,:man_running_medium_skin_tone:,🏃🏽‍♂️
2507,U+1F3C3-U+1F3FD-U+200D-U+2642,:man_running_medium_skin_tone:,🏃🏽‍♂
2508,U+1F468-U+200D-U+1F52C,:man_scientist:,👨‍🔬
2509,U+1F468-U+1F3FF-U+200D-U+1F52C,:man_scientist_dark_skin_tone:,👨🏿‍🔬
2510,U+1F468-U+1F3FB-U+200D-U+1F52C,:man_scientist_light_skin_tone:,👨🏻‍🔬
2511,U+1F468-U+1F3FE-U+200D-U+1F52C,:man_scientist_medium-dark_skin_tone:,👨🏾‍🔬
2512,U+1F468-U+1F3FC-U+200D-U+1F52C,:man_scientist_medium-light_skin_tone:,👨🏼‍🔬
2513,U+1F468-U+1F3FD-U+200D-U+1F52C,:man_scientist_medium_skin_tone:,👨🏽‍🔬
2514,U+1F937-U+200D-U+2642-U+FE0F,:man_shrugging:,🤷‍♂️
2515,U+1F937-U+200D-U+2642,:man_shrugging:,🤷‍♂
2516,U+1F937-U+1F3FF-U+200D-U+2642-U+FE0F,:man_shrugging_dark_skin_tone:,🤷🏿‍♂️
2517,U+1F937-U+1F3FF-U+200D-U+2642,:man_shrugging_dark_skin_tone:,🤷🏿‍♂
2518,U+1F937-U+1F3FB-U+200D-U+2642-U+FE0F,:man_shrugging_light_skin_tone:,🤷🏻‍♂️
2519,U+1F937-U+1F3FB-U+200D-U+2642,:man_shrugging_light_skin_tone:,🤷🏻‍♂
2520,U+1F937-U+1F3FE-U+200D-U+2642-U+FE0F,:man_shrugging_medium-dark_skin_tone:,🤷🏾‍♂️
2521,U+1F937-U+1F3FE-U+200D-U+2642,:man_shrugging_medium-dark_skin_tone:,🤷🏾‍♂
2522,U+1F937-U+1F3FC-U+200D-U+2642-U+FE0F,:man_shrugging_medium-light_skin_tone:,🤷🏼‍♂️
2523,U+1F937-U+1F3FC-U+200D-U+2642,:man_shrugging_medium-light_skin_tone:,🤷🏼‍♂
2524,U+1F937-U+1F3FD-U+200D-U+2642-U+FE0F,:man_shrugging_medium_skin_tone:,🤷🏽‍♂️
2525,U+1F937-U+1F3FD-U+200D-U+2642,:man_shrugging_medium_skin_tone:,🤷🏽‍♂
2526,U+1F468-U+200D-U+1F3A4,:man_singer:,👨‍🎤
2527,U+1F468-U+1F3FF-U+200D-U+1F3A4,:man_singer_dark_skin_tone:,👨🏿‍🎤
2528,U+1F468-U+1F3FB-U+200D-U+1F3A4,:man_singer_light_skin_tone:,👨🏻‍🎤
2529,U+1F468-U+1F3FE-U+200D-U+1F3A4,:man_singer_medium-dark_skin_tone:,👨🏾‍🎤
2530,U+1F468-U+1F3FC-U+200D-U+1F3A4,:man_singer_medium-light_skin_tone:,👨🏼‍🎤
2531,U+1F468-U+1F3FD-U+200D-U+1F3A4,:man_singer_medium_skin_tone:,👨🏽‍🎤
2532,U+1F9CD-U+200D-U+2642-U+FE0F,:man_standing:,🧍‍♂️
2533,U+1F9CD-U+200D-U+2642,:man_standing:,🧍‍♂
2534,U+1F9CD-U+1F3FF-U+200D-U+2642-U+FE0F,:man_standing_dark_skin_tone:,🧍🏿‍♂️
2535,U+1F9CD-U+1F3FF-U+200D-U+2642,:man_standing_dark_skin_tone:,🧍🏿‍♂
2536,U+1F9CD-U+1F3FB-U+200D-U+2642-U+FE0F,:man_standing_light_skin_tone:,🧍🏻‍♂️
2537,U+1F9CD-U+1F3FB-U+200D-U+2642,:man_standing_light_skin_tone:,🧍🏻‍♂
2538,U+1F9CD-U+1F3FE-U+200D-U+2642-U+FE0F,:man_standing_medium-dark_skin_tone:,🧍🏾‍♂️
2539,U+1F9CD-U+1F3FE-U+200D-U+2642,:man_standing_medium-dark_skin_tone:,🧍🏾‍♂
2540,U+1F9CD-U+1F3FC-U+200D-U+2642-U+FE0F,:man_standing_medium-light_skin_tone:,🧍🏼‍♂️
2541,U+1F9CD-U+1F3FC-U+200D-U+2642,:man_standing_medium-light_skin_tone:,🧍🏼‍♂
2542,U+1F9CD-U+1F3FD-U+200D-U+2642-U+FE0F,:man_standing_medium_skin_tone:,🧍🏽‍♂️
2543,U+1F9CD-U+1F3FD-U+200D-U+2642,:man_standing_medium_skin_tone:,🧍🏽‍♂
2544,U+1F468-U+200D-U+1F393,:man_student:,👨‍🎓
2545,U+1F468-U+1F3FF-U+200D-U+1F393,:man_student_dark_skin_tone:,👨🏿‍🎓
2546,U+1F468-U+1F3FB-U+200D-U+1F393,:man_student_light_skin_tone:,👨🏻‍🎓
2547,U+1F468-U+1F3FE-U+200D-U+1F393,:man_student_medium-dark_skin_tone:,👨🏾‍🎓
2548,U+1F468-U+1F3FC-U+200D-U+1F393,:man_student_medium-light_skin_tone:,👨🏼‍🎓
2549,U+1F468-U+1F3FD-U+200D-U+1F393,:man_student_medium_skin_tone:,👨🏽‍🎓
2550,U+1F9B8-U+200D-U+2642-U+FE0F,:man_superhero:,🦸‍♂️
2551,U+1F9B8-U+200D-U+2642,:man_superhero:,🦸‍♂
2552,U+1F9B8-U+1F3FF-U+200D-U+2642-U+FE0F,:man_superhero_dark_skin_tone:,🦸🏿‍♂️
2553,U+1F9B8-U+1F3FF-U+200D-U+2642,:man_superhero_dark_skin_tone:,🦸🏿‍♂
2554,U+1F9B8-U+1F3FB-U+200D-U+2642-U+FE0F,:man_superhero_light_skin_tone:,🦸🏻‍♂️
2555,U+1F9B8-U+1F3FB-U+200D-U+2642,:man_superhero_light_skin_tone:,🦸🏻‍♂
2556,U+1F9B8-U+1F3FE-U+200D-U+2642-U+FE0F,:man_superhero_medium-dark_skin_tone:,🦸🏾‍♂️
2557,U+1F9B8-U+1F3FE-U+200D-U+2642,:man_superhero_medium-dark_skin_tone:,🦸🏾‍♂
2558,U+1F9B8-U+1F3FC-U+200D-U+2642-U+FE0F,:man_superhero_medium-light_skin_tone:,🦸🏼‍♂️
2559,U+1F9B8-U+1F3FC-U+200D-U+2642,:man_superhero_medium-light_skin_tone:,🦸🏼‍♂
2560,U+1F9B8-U+1F3FD-U+200D-U+2642-U+FE0F,:man_superhero_medium_skin_tone:,🦸🏽‍♂️
2561,U+1F9B8-U+1F3FD-U+200D-U+2642,:man_superhero_medium_skin_tone:,🦸🏽‍♂
2562,U+1F9B9-U+200D-U+2642-U+FE0F,:man_supervillain:,🦹‍♂️
2563,U+1F9B9-U+200D-U+2642,:man_supervillain:,🦹‍♂
2564,U+1F9B9-U+1F3FF-U+200D-U+2642-U+FE0F,:man_supervillain_dark_skin_tone:,🦹🏿‍♂️
2565,U+1F9B9-U+1F3FF-U+200D-U+2642,:man_supervillain_dark_skin_tone:,🦹🏿‍♂
2566,U+1F9B9-U+1F3FB-U+200D-U+2642-U+FE0F,:man_supervillain_light_skin_tone:,🦹🏻‍♂️
2567,U+1F9B9-U+1F3FB-U+200D-U+2642,:man_supervillain_light_skin_tone:,🦹🏻‍♂
2568,U+1F9B9-U+1F3FE-U+200D-U+2642-U+FE0F,:man_supervillain_medium-dark_skin_tone:,🦹🏾‍♂️
2569,U+1F9B9-U+1F3FE-U+200D-U+2642,:man_supervillain_medium-dark_skin_tone:,🦹🏾‍♂
2570,U+1F9B9-U+1F3FC-U+200D-U+2642-U+FE0F,:man_supervillain_medium-light_skin_tone:,🦹🏼‍♂️
2571,U+1F9B9-U+1F3FC-U+200D-U+2642,:man_supervillain_medium-light_skin_tone:,🦹🏼‍♂
2572,U+1F9B9-U+1F3FD-U+200D-U+2642-U+FE0F,:man_supervillain_medium_skin_tone:,🦹🏽‍♂️
2573,U+1F9B9-U+1F3FD-U+200D-U+2642,:man_supervillain_medium_skin_tone:,🦹🏽‍♂
2574,U+1F3C4-U+200D-U+2642-U+FE0F,:man_surfing:,🏄‍♂️
2575,U+1F3C4-U+200D-U+2642,:man_surfing:,🏄‍♂
2576,U+1F3C4-U+1F3FF-U+200D-U+2642-U+FE0F,:man_surfing_dark_skin_tone:,🏄🏿‍♂️
2577,U+1F3C4-U+1F3FF-U+200D-U+2642,:man_surfing_dark_skin_tone:,🏄🏿‍♂
2578,U+1F3C4-U+1F3FB-U+200D-U+2642-U+FE0F,:man_surfing_light_skin_tone:,🏄🏻‍♂️
2579,U+1F3C4-U+1F3FB-U+200D-U+2642,:man_surfing_light_skin_tone:,🏄🏻‍♂
2580,U+1F3C4-U+1F3FE-U+200D-U+2642-U+FE0F,:man_surfing_medium-dark_skin_tone:,🏄🏾‍♂️
2581,U+1F3C4-U+1F3FE-U+200D-U+2642,:man_surfing_medium-dark_skin_tone:,🏄🏾‍♂
2582,U+1F3C4-U+1F3FC-U+200D-U+2642-U+FE0F,:man_surfing_medium-light_skin_tone:,🏄🏼‍♂️
2583,U+1F3C4-U+1F3FC-U+200D-U+2642,:man_surfing_medium-light_skin_tone:,🏄🏼‍♂
2584,U+1F3C4-U+1F3FD-U+200D-U+2642-U+FE0F,:man_surfing_medium_skin_tone:,🏄🏽‍♂️
2585,U+1F3C4-U+1F3FD-U+200D-U+2642,:man_surfing_medium_skin_tone:,🏄🏽‍♂
2586,U+1F3CA-U+200D-U+2642-U+FE0F,:man_swimming:,🏊‍♂️
2587,U+1F3CA-U+200D-U+2642,:man_swimming:,🏊‍♂
2588,U+1F3CA-U+1F3FF-U+200D-U+2642-U+FE0F,:man_swimming_dark_skin_tone:,🏊🏿‍♂️
2589,U+1F3CA-U+1F3FF-U+200D-U+2642,:man_swimming_dark_skin_tone:,🏊🏿‍♂
2590,U+1F3CA-U+1F3FB-U+200D-U+2642-U+FE0F,:man_swimming_light_skin_tone:,🏊🏻‍♂️
2591,U+1F3CA-U+1F3FB-U+200D-U+2642,:man_swimming_light_skin_tone:,🏊🏻‍♂
2592,U+1F3CA-U+1F3FE-U+200D-U+2642-U+FE0F,:man_swimming_medium-dark_skin_tone:,🏊🏾‍♂️
2593,U+1F3CA-U+1F3FE-U+200D-U+2642,:man_swimming_medium-dark_skin_tone:,🏊🏾‍♂
2594,U+1F3CA-U+1F3FC-U+200D-U+2642-U+FE0F,:man_swimming_medium-light_skin_tone:,🏊🏼‍♂️
2595,U+1F3CA-U+1F3FC-U+200D-U+2642,:man_swimming_medium-light_skin_tone:,🏊🏼‍♂
2596,U+1F3CA-U+1F3FD-U+200D-U+2642-U+FE0F,:man_swimming_medium_skin_tone:,🏊🏽‍♂️
2597,U+1F3CA-U+1F3FD-U+200D-U+2642,:man_swimming_medium_skin_tone:,🏊🏽‍♂
2598,U+1F468-U+200D-U+1F3EB,:man_teacher:,👨‍🏫
2599,U+1F468-U+1F3FF-U+200D-U+1F3EB,:man_teacher_dark_skin_tone:,👨🏿‍🏫
2600,U+1F468-U+1F3FB-U+200D-U+1F3EB,:man_teacher_light_skin_tone:,👨🏻‍🏫
2601,U+1F468-U+1F3FE-U+200D-U+1F3EB,:man_teacher_medium-dark_skin_tone:,👨🏾‍🏫
2602,U+1F468-U+1F3FC-U+200D-U+1F3EB,:man_teacher_medium-light_skin_tone:,👨🏼‍🏫
2603,U+1F468-U+1F3FD-U+200D-U+1F3EB,:man_teacher_medium_skin_tone:,👨🏽‍🏫
2604,U+1F468-U+200D-U+1F4BB,:man_technologist:,👨‍💻
2605,U+1F468-U+1F3FF-U+200D-U+1F4BB,:man_technologist_dark_skin_tone:,👨🏿‍💻
2606,U+1F468-U+1F3FB-U+200D-U+1F4BB,:man_technologist_light_skin_tone:,👨🏻‍💻
2607,U+1F468-U+1F3FE-U+200D-U+1F4BB,:man_technologist_medium-dark_skin_tone:,👨🏾‍💻
2608,U+1F468-U+1F3FC-U+200D-U+1F4BB,:man_technologist_medium-light_skin_tone:,👨🏼‍💻
2609,U+1F468-U+1F3FD-U+200D-U+1F4BB,:man_technologist_medium_skin_tone:,👨🏽‍💻
2610,U+1F481-U+200D-U+2642-U+FE0F,:man_tipping_hand:,💁‍♂️
2611,U+1F481-U+200D-U+2642,:man_tipping_hand:,💁‍♂
2612,U+1F481-U+1F3FF-U+200D-U+2642-U+FE0F,:man_tipping_hand_dark_skin_tone:,💁🏿‍♂️
2613,U+1F481-U+1F3FF-U+200D-U+2642,:man_tipping_hand_dark_skin_tone:,💁🏿‍♂
2614,U+1F481-U+1F3FB-U+200D-U+2642-U+FE0F,:man_tipping_hand_light_skin_tone:,💁🏻‍♂️
2615,U+1F481-U+1F3FB-U+200D-U+2642,:man_tipping_hand_light_skin_tone:,💁🏻‍♂
2616,U+1F481-U+1F3FE-U+200D-U+2642-U+FE0F,:man_tipping_hand_medium-dark_skin_tone:,💁🏾‍♂️
2617,U+1F481-U+1F3FE-U+200D-U+2642,:man_tipping_hand_medium-dark_skin_tone:,💁🏾‍♂
2618,U+1F481-U+1F3FC-U+200D-U+2642-U+FE0F,:man_tipping_hand_medium-light_skin_tone:,💁🏼‍♂️
2619,U+1F481-U+1F3FC-U+200D-U+2642,:man_tipping_hand_medium-light_skin_tone:,💁🏼‍♂
2620,U+1F481-U+1F3FD-U+200D-U+2642-U+FE0F,:man_tipping_hand_medium_skin_tone:,💁🏽‍♂️
2621,U+1F481-U+1F3FD-U+200D-U+2642,:man_tipping_hand_medium_skin_tone:,💁🏽‍♂
2622,U+1F9DB-U+200D-U+2642-U+FE0F,:man_vampire:,🧛‍♂️
2623,U+1F9DB-U+200D-U+2642,:man_vampire:,🧛‍♂
2624,U+1F9DB-U+1F3FF-U+200D-U+2642-U+FE0F,:man_vampire_dark_skin_tone:,🧛🏿‍♂️
2625,U+1F9DB-U+1F3FF-U+200D-U+2642,:man_vampire_dark_skin_tone:,🧛🏿‍♂
2626,U+1F9DB-U+1F3FB-U+200D-U+2642-U+FE0F,:man_vampire_light_skin_tone:,🧛🏻‍♂️
2627,U+1F9DB-U+1F3FB-U+200D-U+2642,:man_vampire_light_skin_tone:,🧛🏻‍♂
2628,U+1F9DB-U+1F3FE-U+200D-U+2642-U+FE0F,:man_vampire_medium-dark_skin_tone:,🧛🏾‍♂️
2629,U+1F9DB-U+1F3FE-U+200D-U+2642,:man_vampire_medium-dark_skin_tone:,🧛🏾‍♂
2630,U+1F9DB-U+1F3FC-U+200D-U+2642-U+FE0F,:man_vampire_medium-light_skin_tone:,🧛🏼‍♂️
2631,U+1F9DB-U+1F3FC-U+200D-U+2642,:man_vampire_medium-light_skin_tone:,🧛🏼‍♂
2632,U+1F9DB-U+1F3FD-U+200D-U+2642-U+FE0F,:man_vampire_medium_skin_tone:,🧛🏽‍♂️
2633,U+1F9DB-U+1F3FD-U+200D-U+2642,:man_vampire_medium_skin_tone:,🧛🏽‍♂
2634,U+1F6B6-U+200D-U+2642-U+FE0F,:man_walking:,🚶‍♂️
2635,U+1F6B6-U+200D-U+2642,:man_walking:,🚶‍♂
2636,U+1F6B6-U+1F3FF-U+200D-U+2642-U+FE0F,:man_walking_dark_skin_tone:,🚶🏿‍♂️
2637,U+1F6B6-U+1F3FF-U+200D-U+2642,:man_walking_dark_skin_tone:,🚶🏿‍♂
2638,U+1F6B6-U+200D-U+2642-U+FE0F-U+200D-U+27A1-U+FE0F,:man_walking_facing_right:,🚶‍♂️‍➡️
2639,U+1F6B6-U+200D-U+2642-U+200D-U+27A1-U+FE0F,:man_walking_facing_right:,🚶‍♂‍➡️
2640,U+1F6B6-U+200D-U+2642-U+FE0F-U+200D-U+27A1,:man_walking_facing_right:,🚶‍♂️‍➡
2641,U+1F6B6-U+200D-U+2642-U+200D-U+27A1,:man_walking_facing_right:,🚶‍♂‍➡
2642,U+1F6B6-U+1F3FF-U+200D-U+2642-U+FE0F-U+200D-U+27A1-U+FE0F,:man_walking_facing_right_dark_skin_tone:,🚶🏿‍♂️‍➡️
