SI,Emoji Unicode,Emoji Name,Emoji Character
898,U+1F469-U+1F3FE-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FC,:couple_with_heart_woman_woman_medium-dark_skin_tone_medium-light_skin_tone:,👩🏾‍❤️‍👩🏼
899,U+1F469-U+1F3FE-U+200D-U+2764-U+200D-U+1F469-U+1F3FC,:couple_with_heart_woman_woman_medium-dark_skin_tone_medium-light_skin_tone:,👩🏾‍❤‍👩🏼
900,U+1F469-U+1F3FE-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FD,:couple_with_heart_woman_woman_medium-dark_skin_tone_medium_skin_tone:,👩🏾‍❤️‍👩🏽
901,U+1F469-U+1F3FE-U+200D-U+2764-U+200D-U+1F469-U+1F3FD,:couple_with_heart_woman_woman_medium-dark_skin_tone_medium_skin_tone:,👩🏾‍❤‍👩🏽
902,U+1F469-U+1F3FC-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FC,:couple_with_heart_woman_woman_medium-light_skin_tone:,👩🏼‍❤️‍👩🏼
903,U+1F469-U+1F3FC-U+200D-U+2764-U+200D-U+1F469-U+1F3FC,:couple_with_heart_woman_woman_medium-light_skin_tone:,👩🏼‍❤‍👩🏼
904,U+1F469-U+1F3FC-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FF,:couple_with_heart_woman_woman_medium-light_skin_tone_dark_skin_tone:,👩🏼‍❤️‍👩🏿
905,U+1F469-U+1F3FC-U+200D-U+2764-U+200D-U+1F469-U+1F3FF,:couple_with_heart_woman_woman_medium-light_skin_tone_dark_skin_tone:,👩🏼‍❤‍👩🏿
906,U+1F469-U+1F3FC-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FB,:couple_with_heart_woman_woman_medium-light_skin_tone_light_skin_tone:,👩🏼‍❤️‍👩🏻
907,U+1F469-U+1F3FC-U+200D-U+2764-U+200D-U+1F469-U+1F3FB,:couple_with_heart_woman_woman_medium-light_skin_tone_light_skin_tone:,👩🏼‍❤‍👩🏻
908,U+1F469-U+1F3FC-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FE,:couple_with_heart_woman_woman_medium-light_skin_tone_medium-dark_skin_tone:,👩🏼‍❤️‍👩🏾
909,U+1F469-U+1F3FC-U+200D-U+2764-U+200D-U+1F469-U+1F3FE,:couple_with_heart_woman_woman_medium-light_skin_tone_medium-dark_skin_tone:,👩🏼‍❤‍👩🏾
910,U+1F469-U+1F3FC-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FD,:couple_with_heart_woman_woman_medium-light_skin_tone_medium_skin_tone:,👩🏼‍❤️‍👩🏽
911,U+1F469-U+1F3FC-U+200D-U+2764-U+200D-U+1F469-U+1F3FD,:couple_with_heart_woman_woman_medium-light_skin_tone_medium_skin_tone:,👩🏼‍❤‍👩🏽
912,U+1F469-U+1F3FD-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FD,:couple_with_heart_woman_woman_medium_skin_tone:,👩🏽‍❤️‍👩🏽
913,U+1F469-U+1F3FD-U+200D-U+2764-U+200D-U+1F469-U+1F3FD,:couple_with_heart_woman_woman_medium_skin_tone:,👩🏽‍❤‍👩🏽
914,U+1F469-U+1F3FD-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FF,:couple_with_heart_woman_woman_medium_skin_tone_dark_skin_tone:,👩🏽‍❤️‍👩🏿
915,U+1F469-U+1F3FD-U+200D-U+2764-U+200D-U+1F469-U+1F3FF,:couple_with_heart_woman_woman_medium_skin_tone_dark_skin_tone:,👩🏽‍❤‍👩🏿
916,U+1F469-U+1F3FD-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FB,:couple_with_heart_woman_woman_medium_skin_tone_light_skin_tone:,👩🏽‍❤️‍👩🏻
917,U+1F469-U+1F3FD-U+200D-U+2764-U+200D-U+1F469-U+1F3FB,:couple_with_heart_woman_woman_medium_skin_tone_light_skin_tone:,👩🏽‍❤‍👩🏻
918,U+1F469-U+1F3FD-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FE,:couple_with_heart_woman_woman_medium_skin_tone_medium-dark_skin_tone:,👩🏽‍❤️‍👩🏾
919,U+1F469-U+1F3FD-U+200D-U+2764-U+200D-U+1F469-U+1F3FE,:couple_with_heart_woman_woman_medium_skin_tone_medium-dark_skin_tone:,👩🏽‍❤‍👩🏾
920,U+1F469-U+1F3FD-U+200D-U+2764-U+FE0F-U+200D-U+1F469-U+1F3FC,:couple_with_heart_woman_woman_medium_skin_tone_medium-light_skin_tone:,👩🏽‍❤️‍👩🏼
921,U+1F469-U+1F3FD-U+200D-U+2764-U+200D-U+1F469-U+1F3FC,:couple_with_heart_woman_woman_medium_skin_tone_medium-light_skin_tone:,👩🏽‍❤‍👩🏼
922,U+1F404,:cow:,🐄
923,U+1F42E,:cow_face:,🐮
924,U+1F920,:cowboy_hat_face:,🤠
925,U+1F980,:crab:,🦀
926,U+1F58D-U+FE0F,:crayon:,🖍️
927,U+1F58D,:crayon:,🖍
928,U+1F4B3,:credit_card:,💳
929,U+1F319,:crescent_moon:,🌙
930,U+1F997,:cricket:,🦗
931,U+1F3CF,:cricket_game:,🏏
932,U+1F40A,:crocodile:,🐊
933,U+1F950,:croissant:,🥐
934,U+274C,:cross_mark:,❌
935,U+274E,:cross_mark_button:,❎
936,U+1F91E,:crossed_fingers:,🤞
937,U+1F91E-U+1F3FF,:crossed_fingers_dark_skin_tone:,🤞🏿
938,U+1F91E-U+1F3FB,:crossed_fingers_light_skin_tone:,🤞🏻
939,U+1F91E-U+1F3FE,:crossed_fingers_medium-dark_skin_tone:,🤞🏾
940,U+1F91E-U+1F3FC,:crossed_fingers_medium-light_skin_tone:,🤞🏼
941,U+1F91E-U+1F3FD,:crossed_fingers_medium_skin_tone:,🤞🏽
942,U+1F38C,:crossed_flags:,🎌
943,U+2694-U+FE0F,:crossed_swords:,⚔️
944,U+2694,:crossed_swords:,⚔
945,U+1F451,:crown:,👑
946,U+1FA7C,:crutch:,🩼
947,U+1F63F,:crying_cat:,😿
948,U+1F622,:crying_face:,😢
949,U+1F52E,:crystal_ball:,🔮
950,U+1F952,:cucumber:,🥒
951,U+1F964,:cup_with_straw:,🥤
952,U+1F9C1,:cupcake:,🧁
953,U+1F94C,:curling_stone:,🥌
954,U+1F9B1,:curly_hair:,🦱
955,U+27B0,:curly_loop:,➰
956,U+1F4B1,:currency_exchange:,💱
957,U+1F35B,:curry_rice:,🍛
958,U+1F36E,:custard:,🍮
959,U+1F6C3,:customs:,🛃
960,U+1F969,:cut_of_meat:,🥩
961,U+1F300,:cyclone:,🌀
962,U+1F5E1-U+FE0F,:dagger:,🗡️
963,U+1F5E1,:dagger:,🗡
964,U+1F361,:dango:,🍡
965,U+1F3FF,:dark_skin_tone:,🏿
966,U+1F4A8,:dashing_away:,💨
967,U+1F9CF-U+200D-U+2642-U+FE0F,:deaf_man:,🧏‍♂️
968,U+1F9CF-U+200D-U+2642,:deaf_man:,🧏‍♂
969,U+1F9CF-U+1F3FF-U+200D-U+2642-U+FE0F,:deaf_man_dark_skin_tone:,🧏🏿‍♂️
970,U+1F9CF-U+1F3FF-U+200D-U+2642,:deaf_man_dark_skin_tone:,🧏🏿‍♂
971,U+1F9CF-U+1F3FB-U+200D-U+2642-U+FE0F,:deaf_man_light_skin_tone:,🧏🏻‍♂️
972,U+1F9CF-U+1F3FB-U+200D-U+2642,:deaf_man_light_skin_tone:,🧏🏻‍♂
973,U+1F9CF-U+1F3FE-U+200D-U+2642-U+FE0F,:deaf_man_medium-dark_skin_tone:,🧏🏾‍♂️
974,U+1F9CF-U+1F3FE-U+200D-U+2642,:deaf_man_medium-dark_skin_tone:,🧏🏾‍♂
975,U+1F9CF-U+1F3FC-U+200D-U+2642-U+FE0F,:deaf_man_medium-light_skin_tone:,🧏🏼‍♂️
976,U+1F9CF-U+1F3FC-U+200D-U+2642,:deaf_man_medium-light_skin_tone:,🧏🏼‍♂
977,U+1F9CF-U+1F3FD-U+200D-U+2642-U+FE0F,:deaf_man_medium_skin_tone:,🧏🏽‍♂️
978,U+1F9CF-U+1F3FD-U+200D-U+2642,:deaf_man_medium_skin_tone:,🧏🏽‍♂
979,U+1F9CF,:deaf_person:,🧏
980,U+1F9CF-U+1F3FF,:deaf_person_dark_skin_tone:,🧏🏿
981,U+1F9CF-U+1F3FB,:deaf_person_light_skin_tone:,🧏🏻
982,U+1F9CF-U+1F3FE,:deaf_person_medium-dark_skin_tone:,🧏🏾
983,U+1F9CF-U+1F3FC,:deaf_person_medium-light_skin_tone:,🧏🏼
984,U+1F9CF-U+1F3FD,:deaf_person_medium_skin_tone:,🧏🏽
985,U+1F9CF-U+200D-U+2640-U+FE0F,:deaf_woman:,🧏‍♀️
986,U+1F9CF-U+200D-U+2640,:deaf_woman:,🧏‍♀
987,U+1F9CF-U+1F3FF-U+200D-U+2640-U+FE0F,:deaf_woman_dark_skin_tone:,🧏🏿‍♀️
988,U+1F9CF-U+1F3FF-U+200D-U+2640,:deaf_woman_dark_skin_tone:,🧏🏿‍♀
989,U+1F9CF-U+1F3FB-U+200D-U+2640-U+FE0F,:deaf_woman_light_skin_tone:,🧏🏻‍♀️
990,U+1F9CF-U+1F3FB-U+200D-U+2640,:deaf_woman_light_skin_tone:,🧏🏻‍♀
991,U+1F9CF-U+1F3FE-U+200D-U+2640-U+FE0F,:deaf_woman_medium-dark_skin_tone:,🧏🏾‍♀️
992,U+1F9CF-U+1F3FE-U+200D-U+2640,:deaf_woman_medium-dark_skin_tone:,🧏🏾‍♀
993,U+1F9CF-U+1F3FC-U+200D-U+2640-U+FE0F,:deaf_woman_medium-light_skin_tone:,🧏🏼‍♀️
994,U+1F9CF-U+1F3FC-U+200D-U+2640,:deaf_woman_medium-light_skin_tone:,🧏🏼‍♀
995,U+1F9CF-U+1F3FD-U+200D-U+2640-U+FE0F,:deaf_woman_medium_skin_tone:,🧏🏽‍♀️
996,U+1F9CF-U+1F3FD-U+200D-U+2640,:deaf_woman_medium_skin_tone:,🧏🏽‍♀
997,U+1F333,:deciduous_tree:,🌳
998,U+1F98C,:deer:,🦌
999,U+1F69A,:delivery_truck:,🚚
1000,U+1F3EC,:department_store:,🏬
1001,U+1F3DA-U+FE0F,:derelict_house:,🏚️
1002,U+1F3DA,:derelict_house:,🏚
1003,U+1F3DC-U+FE0F,:desert:,🏜️
1004,U+1F3DC,:desert:,🏜
1005,U+1F3DD-U+FE0F,:desert_island:,🏝️
1006,U+1F3DD,:desert_island:,🏝
1007,U+1F5A5-U+FE0F,:desktop_computer:,🖥️
1008,U+1F5A5,:desktop_computer:,🖥
1009,U+1F575-U+FE0F,:detective:,🕵️
1010,U+1F575,:detective:,🕵
1011,U+1F575-U+1F3FF,:detective_dark_skin_tone:,🕵🏿
1012,U+1F575-U+1F3FB,:detective_light_skin_tone:,🕵🏻
1013,U+1F575-U+1F3FE,:detective_medium-dark_skin_tone:,🕵🏾
1014,U+1F575-U+1F3FC,:detective_medium-light_skin_tone:,🕵🏼
1015,U+1F575-U+1F3FD,:detective_medium_skin_tone:,🕵🏽
1016,U+2666-U+FE0F,:diamond_suit:,♦️
1017,U+2666,:diamond_suit:,♦
1018,U+1F4A0,:diamond_with_a_dot:,💠
1019,U+1F505,:dim_button:,🔅
1020,U+1F61E,:disappointed_face:,😞
1021,U+1F978,:disguised_face:,🥸
1022,U+2797,:divide:,➗
1023,U+1F93F,:diving_mask:,🤿
1024,U+1FA94,:diya_lamp:,🪔
1025,U+1F4AB,:dizzy:,💫
1026,U+1F9EC,:dna:,🧬
1027,U+1F9A4,:dodo:,🦤
1028,U+1F415,:dog:,🐕
1029,U+1F436,:dog_face:,🐶
1030,U+1F4B5,:dollar_banknote:,💵
1031,U+1F42C,:dolphin:,🐬
1032,U+1FACF,:donkey:,🫏
1033,U+1F6AA,:door:,🚪
1034,U+1FAE5,:dotted_line_face:,🫥
1035,U+1F52F,:dotted_six-pointed_star:,🔯
1036,U+27BF,:double_curly_loop:,➿
1037,U+203C-U+FE0F,:double_exclamation_mark:,‼️
1038,U+203C,:double_exclamation_mark:,‼
1039,U+1F369,:doughnut:,🍩
1040,U+1F54A-U+FE0F,:dove:,🕊️
1041,U+1F54A,:dove:,🕊
1042,U+2199-U+FE0F,:down-left_arrow:,↙️
1043,U+2199,:down-left_arrow:,↙
1044,U+2198-U+FE0F,:down-right_arrow:,↘️
1045,U+2198,:down-right_arrow:,↘
1046,U+2B07-U+FE0F,:down_arrow:,⬇️
1047,U+2B07,:down_arrow:,⬇
1048,U+1F613,:downcast_face_with_sweat:,😓
1049,U+1F53D,:downwards_button:,🔽
1050,U+1F409,:dragon:,🐉
1051,U+1F432,:dragon_face:,🐲
1052,U+1F457,:dress:,👗
1053,U+1F924,:drooling_face:,🤤
1054,U+1FA78,:drop_of_blood:,🩸
1055,U+1F4A7,:droplet:,💧
1056,U+1F941,:drum:,🥁
1057,U+1F986,:duck:,🦆
1058,U+1F95F,:dumpling:,🥟
1059,U+1F4C0,:dvd:,📀
1060,U+1F4E7,:e-mail:,📧
1061,U+1F985,:eagle:,🦅
1062,U+1F442,:ear:,👂
1063,U+1F442-U+1F3FF,:ear_dark_skin_tone:,👂🏿
1064,U+1F442-U+1F3FB,:ear_light_skin_tone:,👂🏻
1065,U+1F442-U+1F3FE,:ear_medium-dark_skin_tone:,👂🏾
1066,U+1F442-U+1F3FC,:ear_medium-light_skin_tone:,👂🏼
1067,U+1F442-U+1F3FD,:ear_medium_skin_tone:,👂🏽
1068,U+1F33D,:ear_of_corn:,🌽
1069,U+1F9BB,:ear_with_hearing_aid:,🦻
1070,U+1F9BB-U+1F3FF,:ear_with_hearing_aid_dark_skin_tone:,🦻🏿
1071,U+1F9BB-U+1F3FB,:ear_with_hearing_aid_light_skin_tone:,🦻🏻
1072,U+1F9BB-U+1F3FE,:ear_with_hearing_aid_medium-dark_skin_tone:,🦻🏾
1073,U+1F9BB-U+1F3FC,:ear_with_hearing_aid_medium-light_skin_tone:,🦻🏼
1074,U+1F9BB-U+1F3FD,:ear_with_hearing_aid_medium_skin_tone:,🦻🏽
1075,U+1F95A,:egg:,🥚
1076,U+1F346,:eggplant:,🍆
1077,U+2734-U+FE0F,:eight-pointed_star:,✴️
1078,U+2734,:eight-pointed_star:,✴
1079,U+2733-U+FE0F,:eight-spoked_asterisk:,✳️
1080,U+2733,:eight-spoked_asterisk:,✳
1081,U+1F563,:eight-thirty:,🕣
1082,U+1F557,:eight_o’clock:,🕗
1083,U+23CF-U+FE0F,:eject_button:,⏏️
1084,U+23CF,:eject_button:,⏏
1085,U+1F50C,:electric_plug:,🔌
1086,U+1F418,:elephant:,🐘
1087,U+1F6D7,:elevator:,🛗
1088,U+1F566,:eleven-thirty:,🕦
1089,U+1F55A,:eleven_o’clock:,🕚
1090,U+1F9DD,:elf:,🧝
1091,U+1F9DD-U+1F3FF,:elf_dark_skin_tone:,🧝🏿
1092,U+1F9DD-U+1F3FB,:elf_light_skin_tone:,🧝🏻
1093,U+1F9DD-U+1F3FE,:elf_medium-dark_skin_tone:,🧝🏾
1094,U+1F9DD-U+1F3FC,:elf_medium-light_skin_tone:,🧝🏼
1095,U+1F9DD-U+1F3FD,:elf_medium_skin_tone:,🧝🏽
1096,U+1FAB9,:empty_nest:,🪹
1097,U+1F621,:enraged_face:,😡
1098,U+2709-U+FE0F,:envelope:,✉️
1099,U+2709,:envelope:,✉
1100,U+1F4E9,:envelope_with_arrow:,📩
1101,U+1F4B6,:euro_banknote:,💶
1102,U+1F332,:evergreen_tree:,🌲
1103,U+1F411,:ewe:,🐑
1104,U+2049-U+FE0F,:exclamation_question_mark:,⁉️
1105,U+2049,:exclamation_question_mark:,⁉
1106,U+1F92F,:exploding_head:,🤯
1107,U+1F611,:expressionless_face:,😑
1108,U+1F441-U+FE0F,:eye:,👁️
1109,U+1F441,:eye:,👁
1110,U+1F441-U+FE0F-U+200D-U+1F5E8-U+FE0F,:eye_in_speech_bubble:,👁️‍🗨️
1111,U+1F441-U+200D-U+1F5E8-U+FE0F,:eye_in_speech_bubble:,👁‍🗨️
1112,U+1F441-U+FE0F-U+200D-U+1F5E8,:eye_in_speech_bubble:,👁️‍🗨
1113,U+1F441-U+200D-U+1F5E8,:eye_in_speech_bubble:,👁‍🗨
1114,U+1F440,:eyes:,👀
1115,U+1F618,:face_blowing_a_kiss:,😘
1116,U+1F62E-U+200D-U+1F4A8,:face_exhaling:,😮‍💨
1117,U+1F979,:face_holding_back_tears:,🥹
1118,U+1F636-U+200D-U+1F32B-U+FE0F,:face_in_clouds:,😶‍🌫️
1119,U+1F636-U+200D-U+1F32B,:face_in_clouds:,😶‍🌫
1120,U+1F60B,:face_savoring_food:,😋
1121,U+1F631,:face_screaming_in_fear:,😱
1122,U+1F92E,:face_vomiting:,🤮
1123,U+1FAE9,:face_with_bags_under_eyes:,🫩
1124,U+1F635,:face_with_crossed-out_eyes:,😵
1125,U+1FAE4,:face_with_diagonal_mouth:,🫤
1126,U+1F92D,:face_with_hand_over_mouth:,🤭
1127,U+1F915,:face_with_head-bandage:,🤕
1128,U+1F637,:face_with_medical_mask:,😷
1129,U+1F9D0,:face_with_monocle:,🧐
1130,U+1FAE2,:face_with_open_eyes_and_hand_over_mouth:,🫢
1131,U+1F62E,:face_with_open_mouth:,😮
1132,U+1FAE3,:face_with_peeking_eye:,🫣
1133,U+1F928,:face_with_raised_eyebrow:,🤨
1134,U+1F644,:face_with_rolling_eyes:,🙄
1135,U+1F635-U+200D-U+1F4AB,:face_with_spiral_eyes:,😵‍💫
1136,U+1F624,:face_with_steam_from_nose:,😤
1137,U+1F92C,:face_with_symbols_on_mouth:,🤬
1138,U+1F602,:face_with_tears_of_joy:,😂
1139,U+1F912,:face_with_thermometer:,🤒
1140,U+1F61B,:face_with_tongue:,😛
1141,U+1F636,:face_without_mouth:,😶
1142,U+1F3ED,:factory:,🏭
1143,U+1F9D1-U+200D-U+1F3ED,:factory_worker:,🧑‍🏭
1144,U+1F9D1-U+1F3FF-U+200D-U+1F3ED,:factory_worker_dark_skin_tone:,🧑🏿‍🏭
1145,U+1F9D1-U+1F3FB-U+200D-U+1F3ED,:factory_worker_light_skin_tone:,🧑🏻‍🏭
1146,U+1F9D1-U+1F3FE-U+200D-U+1F3ED,:factory_worker_medium-dark_skin_tone:,🧑🏾‍🏭
1147,U+1F9D1-U+1F3FC-U+200D-U+1F3ED,:factory_worker_medium-light_skin_tone:,🧑🏼‍🏭
1148,U+1F9D1-U+1F3FD-U+200D-U+1F3ED,:factory_worker_medium_skin_tone:,🧑🏽‍🏭
1149,U+1F9DA,:fairy:,🧚
1150,U+1F9DA-U+1F3FF,:fairy_dark_skin_tone:,🧚🏿
1151,U+1F9DA-U+1F3FB,:fairy_light_skin_tone:,🧚🏻
1152,U+1F9DA-U+1F3FE,:fairy_medium-dark_skin_tone:,🧚🏾
1153,U+1F9DA-U+1F3FC,:fairy_medium-light_skin_tone:,🧚🏼
1154,U+1F9DA-U+1F3FD,:fairy_medium_skin_tone:,🧚🏽
1155,U+1F9C6,:falafel:,🧆
1156,U+1F342,:fallen_leaf:,🍂
1157,U+1F46A,:family:,👪
1158,U+1F9D1-U+200D-U+1F9D1-U+200D-U+1F9D2,:family_adult_adult_child:,🧑‍🧑‍🧒
1159,U+1F9D1-U+200D-U+1F9D1-U+200D-U+1F9D2-U+200D-U+1F9D2,:family_adult_adult_child_child:,🧑‍🧑‍🧒‍🧒
1160,U+1F9D1-U+200D-U+1F9D2,:family_adult_child:,🧑‍🧒
1161,U+1F9D1-U+200D-U+1F9D2-U+200D-U+1F9D2,:family_adult_child_child:,🧑‍🧒‍🧒
1162,U+1F468-U+200D-U+1F466,:family_man_boy:,👨‍👦
1163,U+1F468-U+200D-U+1F466-U+200D-U+1F466,:family_man_boy_boy:,👨‍👦‍👦
1164,U+1F468-U+200D-U+1F467,:family_man_girl:,👨‍👧
1165,U+1F468-U+200D-U+1F467-U+200D-U+1F466,:family_man_girl_boy:,👨‍👧‍👦
1166,U+1F468-U+200D-U+1F467-U+200D-U+1F467,:family_man_girl_girl:,👨‍👧‍👧
1167,U+1F468-U+200D-U+1F468-U+200D-U+1F466,:family_man_man_boy:,👨‍👨‍👦
1168,U+1F468-U+200D-U+1F468-U+200D-U+1F466-U+200D-U+1F466,:family_man_man_boy_boy:,👨‍👨‍👦‍👦
1169,U+1F468-U+200D-U+1F468-U+200D-U+1F467,:family_man_man_girl:,👨‍👨‍👧
1170,U+1F468-U+200D-U+1F468-U+200D-U+1F467-U+200D-U+1F466,:family_man_man_girl_boy:,👨‍👨‍👧‍👦
1171,U+1F468-U+200D-U+1F468-U+200D-U+1F467-U+200D-U+1F467,:family_man_man_girl_girl:,👨‍👨‍👧‍👧
1172,U+1F468-U+200D-U+1F469-U+200D-U+1F466,:family_man_woman_boy:,👨‍👩‍👦
1173,U+1F468-U+200D-U+1F469-U+200D-U+1F466-U+200D-U+1F466,:family_man_woman_boy_boy:,👨‍👩‍👦‍👦
1174,U+1F468-U+200D-U+1F469-U+200D-U+1F467,:family_man_woman_girl:,👨‍👩‍👧
1175,U+1F468-U+200D-U+1F469-U+200D-U+1F467-U+200D-U+1F466,:family_man_woman_girl_boy:,👨‍👩‍👧‍👦
1176,U+1F468-U+200D-U+1F469-U+200D-U+1F467-U+200D-U+1F467,:family_man_woman_girl_girl:,👨‍👩‍👧‍👧
1177,U+1F469-U+200D-U+1F466,:family_woman_boy:,👩‍👦
1178,U+1F469-U+200D-U+1F466-U+200D-U+1F466,:family_woman_boy_boy:,👩‍👦‍👦
1179,U+1F469-U+200D-U+1F467,:family_woman_girl:,👩‍👧
1180,U+1F469-U+200D-U+1F467-U+200D-U+1F466,:family_woman_girl_boy:,👩‍👧‍👦
1181,U+1F469-U+200D-U+1F467-U+200D-U+1F467,:family_woman_girl_girl:,👩‍👧‍👧
1182,U+1F469-U+200D-U+1F469-U+200D-U+1F466,:family_woman_woman_boy:,👩‍👩‍👦
1183,U+1F469-U+200D-U+1F469-U+200D-U+1F466-U+200D-U+1F466,:family_woman_woman_boy_boy:,👩‍👩‍👦‍👦
1184,U+1F469-U+200D-U+1F469-U+200D-U+1F467,:family_woman_woman_girl:,👩‍👩‍👧
1185,U+1F469-U+200D-U+1F469-U+200D-U+1F467-U+200D-U+1F466,:family_woman_woman_girl_boy:,👩‍👩‍👧‍👦
1186,U+1F469-U+200D-U+1F469-U+200D-U+1F467-U+200D-U+1F467,:family_woman_woman_girl_girl:,👩‍👩‍👧‍👧
1187,U+1F9D1-U+200D-U+1F33E,:farmer:,🧑‍🌾
1188,U+1F9D1-U+1F3FF-U+200D-U+1F33E,:farmer_dark_skin_tone:,🧑🏿‍🌾
1189,U+1F9D1-U+1F3FB-U+200D-U+1F33E,:farmer_light_skin_tone:,🧑🏻‍🌾
1190,U+1F9D1-U+1F3FE-U+200D-U+1F33E,:farmer_medium-dark_skin_tone:,🧑🏾‍🌾
1191,U+1F9D1-U+1F3FC-U+200D-U+1F33E,:farmer_medium-light_skin_tone:,🧑🏼‍🌾
1192,U+1F9D1-U+1F3FD-U+200D-U+1F33E,:farmer_medium_skin_tone:,🧑🏽‍🌾
1193,U+23E9,:fast-forward_button:,⏩
1194,U+23EC,:fast_down_button:,⏬
1195,U+23EA,:fast_reverse_button:,⏪
1196,U+23EB,:fast_up_button:,⏫
1197,U+1F4E0,:fax_machine:,📠
1198,U+1F628,:fearful_face:,😨
1199,U+1FAB6,:feather:,🪶
1200,U+2640-U+FE0F,:female_sign:,♀️
1201,U+2640,:female_sign:,♀
1202,U+1F3A1,:ferris_wheel:,🎡
1203,U+26F4-U+FE0F,:ferry:,⛴️
1204,U+26F4,:ferry:,⛴
1205,U+1F3D1,:field_hockey:,🏑
1206,U+1F5C4-U+FE0F,:file_cabinet:,🗄️
1207,U+1F5C4,:file_cabinet:,🗄
1208,U+1F4C1,:file_folder:,📁
1209,U+1F39E-U+FE0F,:film_frames:,🎞️
1210,U+1F39E,:film_frames:,🎞
1211,U+1F4FD-U+FE0F,:film_projector:,📽️
1212,U+1F4FD,:film_projector:,📽
1213,U+1FAC6,:fingerprint:,🫆
1214,U+1F525,:fire:,🔥
1215,U+1F692,:fire_engine:,🚒
1216,U+1F9EF,:fire_extinguisher:,🧯
1217,U+1F9E8,:firecracker:,🧨
1218,U+1F9D1-U+200D-U+1F692,:firefighter:,🧑‍🚒
1219,U+1F9D1-U+1F3FF-U+200D-U+1F692,:firefighter_dark_skin_tone:,🧑🏿‍🚒
1220,U+1F9D1-U+1F3FB-U+200D-U+1F692,:firefighter_light_skin_tone:,🧑🏻‍🚒
1221,U+1F9D1-U+1F3FE-U+200D-U+1F692,:firefighter_medium-dark_skin_tone:,🧑🏾‍🚒
1222,U+1F9D1-U+1F3FC-U+200D-U+1F692,:firefighter_medium-light_skin_tone:,🧑🏼‍🚒
1223,U+1F9D1-U+1F3FD-U+200D-U+1F692,:firefighter_medium_skin_tone:,🧑🏽‍🚒
1224,U+1F386,:fireworks:,🎆
1225,U+1F313,:first_quarter_moon:,🌓
1226,U+1F31B,:first_quarter_moon_face:,🌛
1227,U+1F41F,:fish:,🐟
1228,U+1F365,:fish_cake_with_swirl:,🍥
1229,U+1F3A3,:fishing_pole:,🎣
1230,U+1F560,:five-thirty:,🕠
1231,U+1F554,:five_o’clock:,🕔
1232,U+26F3,:flag_in_hole:,⛳
1233,U+1F9A9,:flamingo:,🦩
1234,U+1F526,:flashlight:,🔦
1235,U+1F97F,:flat_shoe:,🥿
1236,U+1FAD3,:flatbread:,🫓
1237,U+269C-U+FE0F,:fleur-de-lis:,⚜️
1238,U+269C,:fleur-de-lis:,⚜
1239,U+1F4AA,:flexed_biceps:,💪
1240,U+1F4AA-U+1F3FF,:flexed_biceps_dark_skin_tone:,💪🏿
1241,U+1F4AA-U+1F3FB,:flexed_biceps_light_skin_tone:,💪🏻
1242,U+1F4AA-U+1F3FE,:flexed_biceps_medium-dark_skin_tone:,💪🏾
1243,U+1F4AA-U+1F3FC,:flexed_biceps_medium-light_skin_tone:,💪🏼
1244,U+1F4AA-U+1F3FD,:flexed_biceps_medium_skin_tone:,💪🏽
1245,U+1F4BE,:floppy_disk:,💾
1246,U+1F3B4,:flower_playing_cards:,🎴
1247,U+1F633,:flushed_face:,😳
1248,U+1FA88,:flute:,🪈
1249,U+1FAB0,:fly:,🪰
1250,U+1F94F,:flying_disc:,🥏
1251,U+1F6F8,:flying_saucer:,🛸
1252,U+1F32B-U+FE0F,:fog:,🌫️
1253,U+1F32B,:fog:,🌫
1254,U+1F301,:foggy:,🌁
1255,U+1F64F,:folded_hands:,🙏
1256,U+1F64F-U+1F3FF,:folded_hands_dark_skin_tone:,🙏🏿
1257,U+1F64F-U+1F3FB,:folded_hands_light_skin_tone:,🙏🏻
1258,U+1F64F-U+1F3FE,:folded_hands_medium-dark_skin_tone:,🙏🏾
1259,U+1F64F-U+1F3FC,:folded_hands_medium-light_skin_tone:,🙏🏼
1260,U+1F64F-U+1F3FD,:folded_hands_medium_skin_tone:,🙏🏽
1261,U+1FAAD,:folding_hand_fan:,🪭
1262,U+1FAD5,:fondue:,🫕
1263,U+1F9B6,:foot:,🦶
1264,U+1F9B6-U+1F3FF,:foot_dark_skin_tone:,🦶🏿
1265,U+1F9B6-U+1F3FB,:foot_light_skin_tone:,🦶🏻
1266,U+1F9B6-U+1F3FE,:foot_medium-dark_skin_tone:,🦶🏾
1267,U+1F9B6-U+1F3FC,:foot_medium-light_skin_tone:,🦶🏼
1268,U+1F9B6-U+1F3FD,:foot_medium_skin_tone:,🦶🏽
1269,U+1F463,:footprints:,👣
